alt event	gene name	gene type	event type	overlaps with	overlap gene	P val up	P val down	min p val	rank up	rank down	min rank	Q val up	Q val down	min Q val
alt_region_22218	AT5G53470	mRNA	alt_5prime	None	None	0.001753	1	0.001753	1228	15386	1228	0.032733	1	0.032733
alt_region_22219	AT5G53550	mRNA	alt_5prime	None	None	1	0.262817	0.262817	11455	6602	6602	1	0.933208	0.933208
alt_region_2222	AT1G48430	mRNA	intron_ret	None	None	1	0.121772	0.121772	11455	4495	4495	1	0.61421	0.61421
alt_region_22220	AT5G53550	mRNA	alt_5prime	None	None	1	0.732628	0.732628	11455	12177	11455	1	1	1
alt_region_22221	AT5G53550	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22222	AT5G53550	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22223	AT5G53560	mRNA	alt_5prime	None	None	1	0.904082	0.904082	11455	14289	11455	1	1	1
alt_region_22224	AT5G53620	mRNA	alt_5prime	None	None	1	0.094899	0.094899	11455	4047	4047	1	0.525765	0.525765
alt_region_22225	AT5G53760	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22226	AT5G53760	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22227	AT5G53860	mRNA	alt_5prime	None	None	0.79408	1	0.79408	9540	15386	9540	1	1	1
alt_region_22228	AT5G53920	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22229	AT5G53970	mRNA	alt_5prime	None	None	0.835944	1	0.835944	9932	15386	9932	1	1	1
alt_region_2223	AT1G48430	mRNA	intron_ret	None	None	1	0.121772	0.121772	11455	4495	4495	1	0.61421	0.61421
alt_region_22230	AT5G54080	mRNA	alt_5prime	None	None	1	0.012184	0.012184	11455	1811	1811	1	0.13524	0.13524
alt_region_22231	AT5G54080	mRNA	alt_5prime	None	None	0.126389	1	0.126389	3774	15386	3774	0.626578	1	0.626578
alt_region_22232	AT5G54080	mRNA	alt_5prime	mRNA	AT5G54090	0.095827	1	0.095827	3454	15386	3454	0.528648	1	0.528648
alt_region_22233	AT5G54130	mRNA	alt_5prime	None	None	0.248578	1	0.248578	4967	15386	4967	0.904874	1	0.904874
alt_region_22234	AT5G54130	mRNA	alt_5prime	None	None	0.781812	1	0.781812	9418	15386	9418	1	1	1
alt_region_22235	AT5G54130	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22236	AT5G54140	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22237	AT5G54140	mRNA	alt_5prime	None	None	0.383805	1	0.383805	6074	15386	6074	1	1	1
alt_region_22238	AT5G54160	mRNA	alt_5prime	None	None	1	0.290939	0.290939	11455	6965	6965	1	0.983409	0.983409
alt_region_22239	AT5G54180	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2224	AT1G48430	mRNA	intron_ret	None	None	1	0.16285	0.16285	11455	5186	5186	1	0.723737	0.723737
alt_region_22240	AT5G54260	mRNA	alt_5prime	None	None	1	0.639619	0.639619	11455	11131	11131	1	1	1
alt_region_22241	AT5G54260	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22242	AT5G54270	mRNA	alt_5prime	None	None	1	0.963578	0.963578	11455	14975	11455	1	1	1
alt_region_22243	AT5G54290	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22244	AT5G54390	mRNA	alt_5prime	None	None	1	0.086977	0.086977	11455	3912	3912	1	0.498241	0.498241
alt_region_22245	AT5G54440	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22246	AT5G54440	mRNA	alt_5prime	None	None	0.124655	1	0.124655	3753	15386	3753	0.621996	1	0.621996
alt_region_22247	AT5G54500	mRNA	alt_5prime	None	None	0.030342	1	0.030342	2463	15386	2463	0.251708	1	0.251708
alt_region_22248	AT5G54500	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22249	AT5G54500	mRNA	alt_5prime	None	None	1	0.102544	0.102544	11455	4175	4175	1	0.552481	0.552481
alt_region_2225	AT1G48430	mRNA	intron_ret	None	None	1	0.010848	0.010848	11455	1756	1756	1	0.124233	0.124233
alt_region_22250	AT5G54500	mRNA	alt_5prime	None	None	1	0.763165	0.763165	11455	12588	11455	1	1	1
alt_region_22251	AT5G54660	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22252	AT5G54670	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22253	AT5G54680	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22254	AT5G54920	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22255	AT5G54920	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22256	AT5G55000	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22257	AT5G55000	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22258	AT5G55200	mRNA	alt_5prime	None	None	1	0.893062	0.893062	11455	14148	11455	1	1	1
alt_region_22259	AT5G55530	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2226	AT1G48490	mRNA	intron_ret	None	None	1	0.955448	0.955448	11455	14896	11455	1	1	1
alt_region_22260	AT5G55630	mRNA	alt_5prime	None	None	1	0.647061	0.647061	11455	11215	11215	1	1	1
alt_region_22261	AT5G55700	mRNA	alt_5prime	None	None	0.180026	1	0.180026	4294	15386	4294	0.767662	1	0.767662
alt_region_22262	AT5G55700	mRNA	alt_5prime	None	None	0.001292	1	0.001292	1151	15386	1151	0.02571	1	0.02571
alt_region_22263	AT5G55700	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22264	AT5G55850	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22265	AT5G56090	mRNA	alt_5prime	None	None	1	0.62701	0.62701	11455	10958	10958	1	1	1
alt_region_22266	AT5G56160	mRNA	alt_5prime	None	None	1	0.819084	0.819084	11455	13211	11455	1	1	1
alt_region_22267	AT5G56500	mRNA	alt_5prime	None	None	0.157635	1	0.157635	4093	15386	4093	0.710839	1	0.710839
alt_region_22268	AT5G56610	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22269	AT5G56660	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2227	AT1G48490	mRNA	intron_ret	transposon_fragment	AT1TE59510	1	0.744166	0.744166	11455	12303	11455	1	1	1
alt_region_22270	AT5G56747	mRNA	alt_5prime	transposon_fragment	AT5TE82585	0.885205	1	0.885205	10393	15386	10393	1	1	1
alt_region_22271	AT5G56747	mRNA	alt_5prime	mRNA:transposon_fragment	AT5TE82585:AT5G56750	1	0.655177	0.655177	11455	11308	11308	1	1	1
alt_region_22272	AT5G57010	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22273	AT5G57010	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22274	AT5G57060	mRNA	alt_5prime	None	None	0.911241	1	0.911241	10650	15386	10650	1	1	1
alt_region_22275	AT5G57220	mRNA	alt_5prime	None	None	1	0.526459	0.526459	11455	9797	9797	1	1	1
alt_region_22276	AT5G57230	mRNA	alt_5prime	None	None	1	0.256538	0.256538	11455	6537	6537	1	0.920284	0.920284
alt_region_22277	AT5G57240	mRNA	alt_5prime	None	None	0.134494	1	0.134494	3865	15386	3865	0.647897	1	0.647897
alt_region_22278	AT5G57280	mRNA	alt_5prime	None	None	0.424634	1	0.424634	6415	15386	6415	1	1	1
alt_region_22279	AT5G57330	mRNA	alt_5prime	None	None	0.855156	1	0.855156	10109	15386	10109	1	1	1
alt_region_2228	AT1G48550	mRNA	intron_ret	None	None	1	0.012682	0.012682	11455	1841	1841	1	0.138799	0.138799
alt_region_22280	AT5G57340	mRNA	alt_5prime	None	None	0.562597	1	0.562597	7534	15386	7534	1	1	1
alt_region_22281	AT5G57565	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22282	AT5G57565	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22283	AT5G57660	mRNA	alt_5prime	None	None	1	0.020505	0.020505	11455	2205	2205	1	0.191961	0.191961
alt_region_22284	AT5G57870	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22285	AT5G57870	mRNA	alt_5prime	None	None	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_22286	AT5G57870	mRNA	alt_5prime	None	None	0.317574	1	0.317574	5539	15386	5539	1	1	1
alt_region_22287	AT5G57880	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22288	AT5G57880	mRNA	alt_5prime	tRNA	AT5G57885	1	1	1	11455	15386	11455	1	1	1
alt_region_22289	AT5G57930	mRNA	alt_5prime	None	None	1	0.005716	0.005716	11455	1455	1455	1	0.076903	0.076903
alt_region_2229	AT1G48550	mRNA	intron_ret	None	None	1	0.000158	0.000158	11455	577	577	1	0.004896	0.004896
alt_region_22290	AT5G57940	mRNA	alt_5prime	None	None	0.162192	1	0.162192	4142	15386	4142	0.722111	1	0.722111
alt_region_22291	AT5G57940	mRNA	alt_5prime	None	None	1	0.124088	0.124088	11455	4545	4545	1	0.62053	0.62053
alt_region_22292	AT5G57940	mRNA	alt_5prime	None	None	1	0.123172	0.123172	11455	4522	4522	1	0.618035	0.618035
alt_region_22293	AT5G57940	mRNA	alt_5prime	None	None	1	0.171599	0.171599	11455	5328	5328	1	0.744984	0.744984
alt_region_22294	AT5G57950	mRNA	alt_5prime	None	None	1	0.261556	0.261556	11455	6596	6596	1	0.930171	0.930171
alt_region_22295	AT5G57950	mRNA	alt_5prime	None	None	1	0.723924	0.723924	11455	12095	11455	1	1	1
alt_region_22296	AT5G57950	mRNA	alt_5prime	None	None	0.534967	1	0.534967	7326	15386	7326	1	1	1
alt_region_22297	AT5G57950	mRNA	alt_5prime	None	None	0.164682	1	0.164682	4163	15386	4163	0.728601	1	0.728601
alt_region_22298	AT5G57950	mRNA	alt_5prime	None	None	0.01577	1	0.01577	2079	15386	2079	0.16041	1	0.16041
alt_region_22299	AT5G57950	mRNA	alt_5prime	None	None	0.037498	1	0.037498	2600	15386	2600	0.290538	1	0.290538
alt_region_223	AT1G09410	mRNA	intron_ret	None	None	1	0.28912	0.28912	11455	6933	6933	1	0.98037	0.98037
alt_region_2230	AT1G48610	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22300	AT5G57950	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22301	AT5G58005	mRNA	alt_5prime	None	None	1	0.689099	0.689099	11455	11724	11455	1	1	1
alt_region_22302	AT5G58040	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22303	AT5G58040	mRNA	alt_5prime	None	None	0.115614	1	0.115614	3659	15386	3659	0.594859	1	0.594859
alt_region_22304	AT5G58060	mRNA	alt_5prime	None	None	0.001938	1	0.001938	1257	15386	1257	0.035329	1	0.035329
alt_region_22305	AT5G58060	mRNA	alt_5prime	None	None	0.044647	1	0.044647	2737	15386	2737	0.32638	1	0.32638
alt_region_22306	AT5G58060	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22307	AT5G58100	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22308	AT5G58100	mRNA	alt_5prime	None	None	0.004522	1	0.004522	1538	15386	1538	0.065079	1	0.065079
alt_region_22309	AT5G58100	mRNA	alt_5prime	None	None	0.003767	1	0.003767	1467	15386	1467	0.057293	1	0.057293
alt_region_2231	AT1G48610	mRNA	intron_ret	None	None	1	0.953965	0.953965	11455	14881	11455	1	1	1
alt_region_22310	AT5G58100	mRNA	alt_5prime	None	None	0.001275	1	0.001275	1146	15386	1146	0.025482	1	0.025482
alt_region_22311	AT5G58100	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22312	AT5G58100	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22313	AT5G58100	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22314	AT5G58100	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22315	AT5G58100	mRNA	alt_5prime	None	None	1	0.492597	0.492597	11455	9455	9455	1	1	1
alt_region_22316	AT5G58140	mRNA	alt_5prime	None	None	0.065135	1	0.065135	3023	15386	3023	0.41867	1	0.41867
alt_region_22317	AT5G58140	mRNA	alt_5prime	None	None	1	0.181241	0.181241	11455	5450	5450	1	0.770134	0.770134
alt_region_22318	AT5G58140	mRNA	alt_5prime	mRNA	AT5G58150	1	0.380362	0.380362	11455	8105	8105	1	1	1
alt_region_22319	AT5G58160	mRNA	alt_5prime	None	None	0.481743	1	0.481743	6860	15386	6860	1	1	1
alt_region_2232	AT1G48610	mRNA	intron_ret	None	None	1	0.953965	0.953965	11455	14881	11455	1	1	1
alt_region_22320	AT5G58200	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22321	AT5G58200	mRNA	alt_5prime	None	None	0.395429	1	0.395429	6179	15386	6179	1	1	1
alt_region_22322	AT5G58210	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22323	AT5G58210	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22324	AT5G58210	mRNA	alt_5prime	None	None	1	0.556124	0.556124	11455	10176	10176	1	1	1
alt_region_22325	AT5G58350	mRNA	alt_5prime	mRNA	AT5G58340	0.085347	1	0.085347	3301	15386	3301	0.493606	1	0.493606
alt_region_22326	AT5G58410	mRNA	alt_5prime	None	None	1	0.408595	0.408595	11455	8471	8471	1	1	1
alt_region_22327	AT5G58450	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22328	AT5G58560	mRNA	alt_5prime	None	None	0.000797	1	0.000797	1036	15386	1036	0.017693	1	0.017693
alt_region_22329	AT5G58560	mRNA	alt_5prime	None	None	0.003642	1	0.003642	1455	15386	1455	0.055863	1	0.055863
alt_region_2233	AT1G48620	mRNA	intron_ret	None	None	0.910368	1	0.910368	10637	15386	10637	1	1	1
alt_region_22330	AT5G58787	mRNA	alt_5prime	None	None	0.826202	1	0.826202	9837	15386	9837	1	1	1
alt_region_22331	AT5G58790	mRNA	alt_5prime	None	None	0.931098	1	0.931098	10853	15386	10853	1	1	1
alt_region_22332	AT5G58840	mRNA	alt_5prime	None	None	1	0.796906	0.796906	11455	12963	11455	1	1	1
alt_region_22333	AT5G58940	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22334	AT5G58990	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22335	AT5G59160	mRNA	alt_5prime	None	None	1	0.000015	0.000015	11455	316	316	1	0.000742	0.000742
alt_region_22336	AT5G59250	mRNA	alt_5prime	None	None	0.36925	1	0.36925	5936	15386	5936	1	1	1
alt_region_22337	AT5G59400	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22338	AT5G59400	mRNA	alt_5prime	None	None	0.121785	1	0.121785	3729	15386	3729	0.61421	1	0.61421
alt_region_22339	AT5G59400	mRNA	alt_5prime	mRNA	AT5G59410	1	0.754097	0.754097	11455	12431	11455	1	1	1
alt_region_2234	AT1G48740	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22340	AT5G59430	mRNA	alt_5prime	None	None	1	0.974123	0.974123	11455	15089	11455	1	1	1
alt_region_22341	AT5G59430	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22342	AT5G59610	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22343	AT5G59660	mRNA	alt_5prime	ncRNA	AT5G59662	1	1	1	11455	15386	11455	1	1	1
alt_region_22344	AT5G59670	mRNA	alt_5prime	None	None	0.883938	1	0.883938	10378	15386	10378	1	1	1
alt_region_22345	AT5G59710	mRNA	alt_5prime	None	None	1	0.014516	0.014516	11455	1937	1937	1	0.151594	0.151594
alt_region_22346	AT5G59710	mRNA	alt_5prime	None	None	0.004086	1	0.004086	1500	15386	1500	0.060634	1	0.060634
alt_region_22347	AT5G59710	mRNA	alt_5prime	None	None	0.588831	1	0.588831	7755	15386	7755	1	1	1
alt_region_22348	AT5G59750	mRNA	alt_5prime	None	None	1	0.567653	0.567653	11455	10305	10305	1	1	1
alt_region_22349	AT5G59980	mRNA	alt_5prime	None	None	1	0.49709	0.49709	11455	9513	9513	1	1	1
alt_region_2235	AT1G48970	mRNA	intron_ret	None	None	0.833341	1	0.833341	9898	15386	9898	1	1	1
alt_region_22350	AT5G60120	mRNA	alt_5prime	None	None	1	0.911551	0.911551	11455	14388	11455	1	1	1
alt_region_22351	AT5G60120	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22352	AT5G60120	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22353	AT5G60120	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22354	AT5G60120	mRNA	alt_5prime	None	None	1	0.372337	0.372337	11455	7995	7995	1	1	1
alt_region_22355	AT5G60170	mRNA	alt_5prime	None	None	1	0.16213	0.16213	11455	5176	5176	1	0.722007	0.722007
alt_region_22356	AT5G60370	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22357	AT5G60390	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22358	AT5G60410	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22359	AT5G60410	mRNA	alt_5prime	None	None	1	0.671175	0.671175	11455	11508	11455	1	1	1
alt_region_2236	AT1G49130	mRNA	intron_ret	None	None	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_22360	AT5G60410	mRNA	alt_5prime	None	None	1	0.738268	0.738268	11455	12237	11455	1	1	1
alt_region_22361	AT5G60600	mRNA	alt_5prime	None	None	0.083124	1	0.083124	3266	15386	3266	0.487546	1	0.487546
alt_region_22362	AT5G60600	mRNA	alt_5prime	None	None	0.161731	1	0.161731	4135	15386	4135	0.721004	1	0.721004
alt_region_22363	AT5G60600	mRNA	alt_5prime	None	None	0.826689	1	0.826689	9845	15386	9845	1	1	1
alt_region_22364	AT5G60610	mRNA	alt_5prime	mRNA:transposon_fragment	AT5G60600:AT5TE87650	1	0.000272	0.000272	11455	652	652	1	0.007524	0.007524
alt_region_22365	AT5G60690	mRNA	alt_5prime	None	None	1	0.219114	0.219114	11455	6012	6012	1	0.848842	0.848842
alt_region_22366	AT5G60730	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22367	AT5G61030	mRNA	alt_5prime	None	None	0.998441	1	0.998441	11446	15386	11446	1	1	1
alt_region_22368	AT5G61170	mRNA	alt_5prime	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_22369	AT5G61170	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2237	AT1G49180	mRNA	intron_ret	None	None	1	0.093647	0.093647	11455	4023	4023	1	0.521615	0.521615
alt_region_22370	AT5G61170	mRNA	alt_5prime	None	None	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_22371	AT5G61190	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22372	AT5G61190	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22373	AT5G61210	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22374	AT5G61380	mRNA	alt_5prime	None	None	0.397403	1	0.397403	6201	15386	6201	1	1	1
alt_region_22375	AT5G61440	mRNA	alt_5prime	None	None	1	0.820723	0.820723	11455	13230	11455	1	1	1
alt_region_22376	AT5G61530	mRNA	alt_5prime	None	None	0.15706	1	0.15706	4086	15386	4086	0.709326	1	0.709326
alt_region_22377	AT5G61530	mRNA	alt_5prime	None	None	0.156281	1	0.156281	4080	15386	4080	0.706808	1	0.706808
alt_region_22378	AT5G61530	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22379	AT5G61610	mRNA	alt_5prime	None	None	1	0.611526	0.611526	11455	10753	10753	1	1	1
alt_region_2238	AT1G49180	mRNA	intron_ret	None	None	1	0.05448	0.05448	11455	3197	3197	1	0.371965	0.371965
alt_region_22380	AT5G61770	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22381	AT5G61830	mRNA	alt_5prime	None	None	1	0.40263	0.40263	11455	8393	8393	1	1	1
alt_region_22382	AT5G61880	mRNA	alt_5prime	None	None	1	0.390889	0.390889	11455	8233	8233	1	1	1
alt_region_22383	AT5G61920	mRNA	alt_5prime	mRNA	AT5G61930	1	0.135803	0.135803	11455	4773	4773	1	0.651298	0.651298
alt_region_22384	AT5G61920	mRNA	alt_5prime	mRNA	AT5G61930	1	0.135511	0.135511	11455	4767	4767	1	0.650675	0.650675
alt_region_22385	AT5G61920	mRNA	alt_5prime	mRNA	AT5G61930	1	0.135511	0.135511	11455	4767	4767	1	0.650675	0.650675
alt_region_22386	AT5G61920	mRNA	alt_5prime	mRNA	AT5G61930	1	1	1	11455	15386	11455	1	1	1
alt_region_22387	AT5G61920	mRNA	alt_5prime	mRNA	AT5G61930	1	1	1	11455	15386	11455	1	1	1
alt_region_22388	AT5G61920	mRNA	alt_5prime	mRNA	AT5G61930	1	0.990894	0.990894	11455	15279	11455	1	1	1
alt_region_22389	AT5G62000	mRNA	alt_5prime	None	None	0.958133	1	0.958133	11128	15386	11128	1	1	1
alt_region_2239	AT1G49360	mRNA	intron_ret	mRNA	AT1G49350	1	0.017472	0.017472	11455	2081	2081	1	0.171988	0.171988
alt_region_22390	AT5G62260	mRNA	alt_5prime	None	None	0.475185	1	0.475185	6811	15386	6811	1	1	1
alt_region_22391	AT5G62270	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22392	AT5G62270	mRNA	alt_5prime	None	None	0.526118	1	0.526118	7239	15386	7239	1	1	1
alt_region_22393	AT5G62570	mRNA	alt_5prime	None	None	1	0.966136	0.966136	11455	15006	11455	1	1	1
alt_region_22394	AT5G62570	mRNA	alt_5prime	None	None	1	0.123938	0.123938	11455	4541	4541	1	0.620193	0.620193
alt_region_22395	AT5G62580	mRNA	alt_5prime	None	None	1	0.355042	0.355042	11455	7746	7746	1	1	1
alt_region_22396	AT5G62620	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22397	AT5G62740	mRNA	alt_5prime	None	None	0.069638	1	0.069638	3081	15386	3081	0.437979	1	0.437979
alt_region_22398	AT5G62740	mRNA	alt_5prime	None	None	0.681643	1	0.681643	8555	15386	8555	1	1	1
alt_region_22399	AT5G63190	mRNA	alt_5prime	None	None	1	0.617332	0.617332	11455	10830	10830	1	1	1
alt_region_224	AT1G09421	ncRNA	intron_ret	mRNA	AT1G09420	1	0.926911	0.926911	11455	14575	11455	1	1	1
alt_region_2240	AT1G49360	mRNA	intron_ret	None	None	1	0.85687	0.85687	11455	13700	11455	1	1	1
alt_region_22400	AT5G63200	mRNA	alt_5prime	None	None	0.288932	1	0.288932	5300	15386	5300	0.979979	1	0.979979
alt_region_22401	AT5G63200	mRNA	alt_5prime	mRNA	AT5G63220	1	1	1	11455	15386	11455	1	1	1
alt_region_22402	AT5G63420	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22403	AT5G63420	mRNA	alt_5prime	None	None	0.578418	1	0.578418	7651	15386	7651	1	1	1
alt_region_22404	AT5G63850	mRNA	alt_5prime	None	None	1	0.940701	0.940701	11455	14734	11455	1	1	1
alt_region_22405	AT5G63960	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22406	AT5G64000	mRNA	alt_5prime	mRNA	AT5G64010	1	1	1	11455	15386	11455	1	1	1
alt_region_22407	AT5G64330	mRNA	alt_5prime	mRNA	AT5G64340:AT5G64341:AT5G64342:AT5G64343	1	1	1	11455	15386	11455	1	1	1
alt_region_22408	AT5G64370	mRNA	alt_5prime	None	None	1	0.188254	0.188254	11455	5565	5565	1	0.784392	0.784392
alt_region_22409	AT5G64390	mRNA	alt_5prime	mRNA	AT5G64400	1	1	1	11455	15386	11455	1	1	1
alt_region_2241	AT1G49620	mRNA	intron_ret	None	None	1	0.433354	0.433354	11455	8777	8777	1	1	1
alt_region_22410	AT5G64440	mRNA	alt_5prime	None	None	1	0.00769	0.00769	11455	1600	1600	1	0.096046	0.096046
alt_region_22411	AT5G64440	mRNA	alt_5prime	None	None	1	0.308089	0.308089	11455	7211	7211	1	1	1
alt_region_22412	AT5G64440	mRNA	alt_5prime	None	None	1	0.004441	0.004441	11455	1336	1336	1	0.06427	0.06427
alt_region_22413	AT5G64440	mRNA	alt_5prime	None	None	1	0.307979	0.307979	11455	7203	7203	1	1	1
alt_region_22414	AT5G64440	mRNA	alt_5prime	None	None	1	0.004642	0.004642	11455	1359	1359	1	0.066368	0.066368
alt_region_22415	AT5G64440	mRNA	alt_5prime	None	None	1	0.338594	0.338594	11455	7568	7568	1	1	1
alt_region_22416	AT5G64440	mRNA	alt_5prime	None	None	0.131615	1	0.131615	3834	15386	3834	0.640226	1	0.640226
alt_region_22417	AT5G64440	mRNA	alt_5prime	None	None	1	0.136158	0.136158	11455	4781	4781	1	0.652147	0.652147
alt_region_22418	AT5G64500	mRNA	alt_5prime	None	None	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_22419	AT5G64730	mRNA	alt_5prime	None	None	1	0.009889	0.009889	11455	1715	1715	1	0.115546	0.115546
alt_region_2242	AT1G49730	mRNA	intron_ret	mRNA	AT1G49720	1	1	1	11455	15386	11455	1	1	1
alt_region_22420	AT5G64850	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22421	AT5G64850	mRNA	alt_5prime	None	None	1	0.021652	0.021652	11455	2251	2251	1	0.199061	0.199061
alt_region_22422	AT5G64850	mRNA	alt_5prime	None	None	1	0.032944	0.032944	11455	2610	2610	1	0.266812	0.266812
alt_region_22423	AT5G64880	mRNA	alt_5prime	None	None	1	0.350188	0.350188	11455	7699	7699	1	1	1
alt_region_22424	AT5G64910	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22425	AT5G64960	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22426	AT5G65010	mRNA	alt_5prime	None	None	0.01208	1	0.01208	1920	15386	1920	0.134373	1	0.134373
alt_region_22427	AT5G65010	mRNA	alt_5prime	None	None	0.507265	1	0.507265	7079	15386	7079	1	1	1
alt_region_22428	AT5G65050	mRNA	alt_5prime	None	None	0.113465	1	0.113465	3634	15386	3634	0.588104	1	0.588104
alt_region_22429	AT5G65210	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2243	AT1G49730	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
